,urn,title,authors,year
2884,URN:NBN:no-nb_digibok_2019120207017,Signatur 2 : norsk for yrkesfag vg2,"Andresen , Øyvind / Berge , Eli",2014
4097,URN:NBN:no-nb_digibok_2018112377054,Mino-trilogien. 1 : Mengele Zoo : roman,"Nygårdshaug , Gert",2014
2890,URN:NBN:no-nb_digibok_2018110607193,Ordriket : Arbeidsbok 2A,,2014
4809,URN:NBN:no-nb_digibok_2018062707292,Ord : alfabetisering for voksne innvandrere : Tekstbok 1,"Alver , Vigdis / Dregelid , Karen Margrete",2014
4163,URN:NBN:no-nb_digibok_2020110507779,Zeppelin : norsk for barnetrinnet : [4. trinn] Arbeidsbok til Språkbok 4,,2014
3815,URN:NBN:no-nb_digibok_2018081407064,Skriveverkstaden : A,"Hydén , Görel",2014
3903,URN:NBN:no-nb_digibok_2020121007551,Kaleido : [2. klasse] Lesebok B,"Johansen , Ronny / Syverinsen , Marte Tovsrud",2014
3814,URN:NBN:no-nb_digibok_2019121007046,Kule dyr,"Bjaberg , Sondre Harvik",2014
1986,URN:NBN:no-nb_digibok_2018081407152,Godt lest : Skrivebok,"Hanssen , Ellen",2014
2208,URN:NBN:no-nb_digibok_2018101007359,Kaleido : [2. klasse] Lesebok A,"Johansen , Ronny / Syverinsen , Marte Tovsrud",2014
3812,URN:NBN:no-nb_digibok_2018072307044,Salto 2 : elevbok A,,2014
2515,URN:NBN:no-nb_digibok_2020110907631,Symjetimen,"Sunne , Linn T.",2014
611,URN:NBN:no-nb_digibok_2018110607192,Ordriket : Arbeidsbok 2B,,2014
2392,URN:NBN:no-nb_digibok_2018082207085,Aldri seie aldri,"Klepp , Anneli",2014
2100,URN:NBN:no-nb_digibok_2019062507122,Panorama : norsk vg2 : studieforberedende,"Røskeland , Marianne / Hoen , Kari Anne",2014
3990,URN:NBN:no-nb_digibok_2019082607137,Ordriket : Elevbok 5A,,2014
2859,URN:NBN:no-nb_digibok_2018072007127,Nye kontekst 8-10 : Oppgaver,"Blichfeldt , Kathinka",2014
2587,URN:NBN:no-nb_digibok_2020052507008,Saga : Lærerveiledning 9,"Jensen , Marit / Groseth , Johannes",2014
2351,URN:NBN:no-nb_digibok_2020031907032,Ordriket : Lesebok 2A,"Bjerke , Christian / Garmann , Gudrun Areklett / Hagen , Marit Midbøe / Mæhle , Lars / Ulland , Gro / Sand , Kristine Agøy",2014
2458,URN:NBN:no-nb_digibok_2018090707023,Kaleido 2 : Arbeidsbok B,"Johansen , Ronny / Syverinsen , Marte Tovsrud",2014
180,URN:NBN:no-nb_digibok_2018071907042,Kaleido 2 : Arbeidsbok A,"Johansen , Ronny / Syverinsen , Marte Tovsrud",2014
2453,URN:NBN:no-nb_digibok_2018071607032,Katten til Kalle,"Ingvaldsen , Bjørn",2014
693,URN:NBN:no-nb_digibok_2021101105038,Salto 2 : lærarbok A,,2014
4721,URN:NBN:no-nb_digibok_2020012807030,God helse,"Klepp , Anneli",2014
2782,URN:NBN:no-nb_digibok_2020111007141,Kattekameratane,"Kjetun , Mari",2014
137,URN:NBN:no-nb_digibok_2020030507079,Moment vg1 : norsk for studieforberedende,"Fodstad , Lars August / Hodnefjeld , Hilde",2014
1655,URN:NBN:no-nb_digibok_2020040107003,ABC-a : 1. trinn,"Haugstad , Odd / Haugstad , Ingrid",2014
4769,URN:NBN:no-nb_digibok_2019062507112,Adam og klokka,"Ingvaldsen , Bjørn",2014
3847,URN:NBN:no-nb_digibok_2020030607100,Boađe! : Bargogirji 2,"Buljo , Karen Anne",2014
2600,URN:NBN:no-nb_digibok_2020022107042,Signatur 2 : norsk for yrkesfag vg2,"Andresen , Øyvind / Berge , Eli",2014
4143,URN:NBN:no-nb_digibok_2018061207082,Ordriket : Arbeidsbok 2B,,2014
4661,URN:NBN:no-nb_digibok_2021101548528,Nye kontekst 8-10 : Lærerens bok,"Blichfeldt , Kathinka",2014
2316,URN:NBN:no-nb_digibok_2020040107058,Pilotpiratene,"Kjetun , Mari",2014
46,URN:NBN:no-nb_digibok_2020030407530,Jeg leser og skriver mer : 2. trinn : Elevbok 2,"Aschim , Anne Kari",2014
4029,URN:NBN:no-nb_digibok_2020110507590,Tuba luba : 1-2 : Lesehefte D : forenklet tekst,"Sporstøl , Ebba-Marie",2014
122,URN:NBN:no-nb_digibok_2019082007086,Øydelagt,"Sunne , Linn T.",2014
1610,URN:NBN:no-nb_digibok_2020030407531,Jeg leser og skriver mer : 2. trinn : Elevbok 1,"Aschim , Anne Kari",2014
4035,URN:NBN:no-nb_digibok_2018072407171,Ordriket : Lesebok 2B,,2014
27,URN:NBN:no-nb_digibok_2020100107624,Dialog : vg 2 : norsk for yrkesfag,"Engelien , Ola / Eriksen , Harald / Badendyck , Anette",2014
2851,URN:NBN:no-nb_digibok_2021072248538,Mino-trilogien. 2 : Himmelblomsttreet : roman,"Nygårdshaug , Gert",2014
1892,URN:NBN:no-nb_digibok_2020110507594,Tuba luba : 1-2 : Lesehefte D : forenkla tekst,"Sporstøl , Ebba-Marie",2014
1803,URN:NBN:no-nb_digibok_2018101007235,Nye kontekst 8-10 : Nynorsk - som sidemål,"Øygarden , Bjarne",2014
602,URN:NBN:no-nb_digibok_2018090607044,Mino-trilogien. 3 : Afrodites basseng : roman,"Nygårdshaug , Gert",2014
801,URN:NBN:no-nb_digibok_2019081207023,Adam og klokka,"Ingvaldsen , Bjørn",2014
4751,URN:NBN:no-nb_digibok_2020110507507,Ordriket : Elevbok 4B,,2014
51,URN:NBN:no-nb_digibok_2018091907012,Ordriket : Elevbok 5B,,2014
2922,URN:NBN:no-nb_digibok_2018101007066,Kontakt : norsk for yrkesfag vg1-vg2,"Frisk , Eva / Grundvig , Tone Elisabeth / Valand , Siv Sørås / Ellingsen , Ingrid .",2014
1463,URN:NBN:no-nb_digibok_2019082007100,Aldri si aldri,"Klepp , Anneli",2014
3139,URN:NBN:no-nb_digibok_2018062707212,Saga : Grunnbok 9,"Jensen , Marit / Groseth , Johannes",2014
4508,URN:NBN:no-nb_digibok_2018062905052,Skriveverkstaden : B,"Hydén , Görel",2014
3452,URN:NBN:no-nb_digibok_2020012307195,Norsk for yrkesfag 2,"Gitmark , Cecilie / Haraldsen , Mette / Nøstdal , Rune Krogh / Johannesen , Nina Hovda",2014
4425,URN:NBN:no-nb_digibok_2018062905065,Zeppelin : norsk for barnetrinnet : [3. trinn] Arbeidsbok til Lesebok 3,"Elsness , Turid Fosby",2014
410,URN:NBN:no-nb_digibok_2018071807258,Kaleido : [2. klasse] Lesebok A,"Johansen , Ronny / Syverinsen , Marte Tovsrud",2014
1446,URN:NBN:no-nb_digibok_2018102505055,Salto : [2. trinn] Lærerens bok A,,2014
3292,URN:NBN:no-nb_digibok_2018062048080,Intertekst vg2 : norsk vg2 studieforberedende utdanningsprogram,"Eide , Ove",2014
293,URN:NBN:no-nb_digibok_2018062905058,Skriveverkstedet : A,"Hydén , Görel",2014
542,URN:NBN:no-nb_digibok_2018090707053,Kontakt : norsk for yrkesfag vg1-vg2,"Frisk , Eva / Grundvig , Tone Elisabeth / Valand , Siv Sørås / Ellingsen , Ingrid .",2014
273,URN:NBN:no-nb_digibok_2018090607101,Sammen klarer vi alt,"Klepp , Anneli",2014
274,URN:NBN:no-nb_digibok_2019082007149,Zeppelin : norsk for barnetrinnet : [4. trinn] Arbeidsbok til Lesebok 4,,2014
3142,URN:NBN:no-nb_digibok_2020112407659,Dialog : vg 2 : norsk for yrkesfag,"Engelien , Ola / Eriksen , Harald / Badendyck , Anette",2014
3614,URN:NBN:no-nb_digibok_2020021807109,Kaleido 2 : Lærerens bok,"Johansen , Ronny / Syverinsen , Marte Tovsrud",2014
3123,URN:NBN:no-nb_digibok_2020121707608,Pilotpiratane,"Kjetun , Mari",2014
958,URN:NBN:no-nb_digibok_2020030607059,Skriving pågår : B,"Gedde-Dahl , Trine / Øgreid , Anne Kristine",2014
3063,URN:NBN:no-nb_digibok_2018102405009,Salto : [2. trinn] Lærerens bok B,,2014
4414,URN:NBN:no-nb_digibok_2018062905083,Zeppelin : norsk for barnetrinnet : [3. trinn] Arbeidsbok til Lesebok 3,"Elsness , Turid Fosby",2014
3211,URN:NBN:no-nb_digibok_2019091807301,Salto : [2. trinn] Elevbok A,,2014
454,URN:NBN:no-nb_digibok_2019091807137,Salto : [2. trinn] Elevbok B,,2014
861,URN:NBN:no-nb_digibok_2020110507715,Salto 2 : Arbeidsbok A : trykkskrift,,2014
1289,URN:NBN:no-nb_digibok_2019072407104,God helse,"Klepp , Anneli",2014
3616,URN:NBN:no-nb_digibok_2018101107204,Tal er ikkje tull,"Bjaberg , Sondre Harvik",2014
945,URN:NBN:no-nb_digibok_2020120806160,Ordriket : Lærerveiledning 5,,2014
942,URN:NBN:no-nb_digibok_2019092607009,Salto : [2. trinn] Arbeidsbok A : lykkjeskrift,,2014
4385,URN:NBN:no-nb_digibok_2019082607020,Den store skatten,"Bjaberg , Sondre Harvik",2014
1244,URN:NBN:no-nb_digibok_2018082207102,Katten til Kalle,"Ingvaldsen , Bjørn",2014
1015,URN:NBN:no-nb_digibok_2019081407009,Nye kontekst 8-10 : Basisbok,"Blichfeldt , Kathinka",2014
3578,URN:NBN:no-nb_digibok_2020110507544,Kaleido : [2. klasse] Lesebok B,"Johansen , Ronny / Syverinsen , Marte Tovsrud",2014
1500,URN:NBN:no-nb_digibok_2019081207106,Den store skatten,"Bjaberg , Sondre Harvik",2014
3594,URN:NBN:no-nb_digibok_2019091807127,Saga : Grunnbok 9,"Jensen , Marit / Groseth , Johannes",2014
1334,URN:NBN:no-nb_digibok_2021010707517,Kule dyr,"Bjaberg , Sondre Harvik",2014
3405,URN:NBN:no-nb_digibok_2021011907518,Nye kontekst 8-10 : Oppgåver,"Blichfeldt , Kathinka",2014
3534,URN:NBN:no-nb_digibok_2019081407082,Ord : alfabetisering for voksne innvandrere : Arbeidsbok 1,"Alver , Vigdis / Dregelid , Karen Margrete",2014
383,URN:NBN:no-nb_digibok_2020030607074,Jeg leser og skriver mer : 2. trinn : Lærerens bok,"Aschim , Anne Kari",2014
553,URN:NBN:no-nb_digibok_2020030207061,Ordriket : Elevbok 5B,"Bjerke , Christian",2014
314,URN:NBN:no-nb_digibok_2018101107093,Norsk for fagskolen,"Federl , Marion / Hoel , Arve / Eide , Karin Hagen / Eidnes , Trond",2014
3183,URN:NBN:no-nb_digibok_2019031405016,Skriving pågår : B Lærerveiledning,"Gedde-Dahl , Trine / Øgreid , Anne Kristine",2014
460,URN:NBN:no-nb_digibok_2019091807061,Norsk for yrkesfag 1&2,"Gitmark , Cecilie / Haraldsen , Mette / Nøstdal , Rune Krogh / Johannesen , Nina Hovda",2014
2981,URN:NBN:no-nb_digibok_2020041407008,Ordriket : Elevbok 4A,,2014
305,URN:NBN:no-nb_digibok_2019082607021,Svømmetimen,"Sunne , Linn T.",2014
1013,URN:NBN:no-nb_digibok_2020110507763,Ord : alfabetisering for voksne innvandrere : Arbeidsbok 2,"Alver , Vigdis / Dregelid , Karen Margrete",2014
3621,URN:NBN:no-nb_digibok_2019092607050,Zeppelin : norsk for barnetrinnet : [4. trinn] Arbeidsbok til Språkbok 4,"Elsness , Turid Fosby",2014
3187,URN:NBN:no-nb_digibok_2018072607246,Ordriket : Arbeidsbok 2A,,2014
1484,URN:NBN:no-nb_digibok_2019030177098,Zeppelin : norsk for barnetrinnet : [3. trinn] Arbeidsbok til Språkbok 3,"Elsness , Turid Fosby",2014
3162,URN:NBN:no-nb_digibok_2020030607005,Zeppelin : norsk for barnetrinnet : [3. trinn] Arbeidsbok til Språkbok 3,"Elsness , Turid Fosby",2014
867,URN:NBN:no-nb_digibok_2018101677001,Side om side : norsk som andrespråk på høyere nivå : temahefte med oppgaver,"Wessel , Anne Margrethe / Sæther , Tor Einar",2014
1141,URN:NBN:no-nb_digibok_2019120207071,Skriveverkstedet : B,"Hydén , Görel",2014
2984,URN:NBN:no-nb_digibok_2021010407562,Ordriket : Lesebok 2B,,2014
1338,URN:NBN:no-nb_digibok_2018072507002,Salto : [2. trinn] Arbeidsbok A : stavskrift,,2014
130,URN:NBN:no-nb_digibok_2018101107164,Havets kjempeøgler,"Hurum , Jørn H. ( Jørn Harald )",2015
426,URN:NBN:no-nb_digibok_2020100807537,Ordriket : Elevbok 6B,"Bjerke , Christian / Pålerud , Marius",2015
4666,URN:NBN:no-nb_digibok_2021020305042,Ordriket : Lærerveiledning 6,"Bjerke , Christian / Pålerud , Marius",2015
3921,URN:NBN:no-nb_digibok_2021101105064,Kaleido 5 : Lærerens bok,"Anly , Ingeborg",2015
144,URN:NBN:no-nb_digibok_2018061207040,Salto 5 : elevbok A,,2015
4023,URN:NBN:no-nb_digibok_2018071807144,Ordriket : Elevbok 4B,,2015
334,URN:NBN:no-nb_digibok_2020090807736,Opp og fram! : for deg som lærer norsk på mellomnivå : nivå B1 : grunnbok : Arbeidsbok,"Lønn , Cecilie",2015
2048,URN:NBN:no-nb_digibok_2019082307043,Salto : [5. trinn] Arbeidsbok 5A,,2015
1834,URN:NBN:no-nb_digibok_2020091507561,"Nye ord : norsk for nybegynnere : norsk som andrespråk, særskilt norskopplæring. 4","Sørli , Jorid",2015
2612,URN:NBN:no-nb_digibok_2018041748224,Fabel : norsk for ungdomstrinnet : Lærebok,,2015
3488,URN:NBN:no-nb_digibok_2018082207047,Årets farlegaste natt,"Bruheim , Magnhild",2015
3503,URN:NBN:no-nb_digibok_2020100807787,Kaleido 3 : Arbeidsbok B,"Johansen , Ronny",2015
3504,URN:NBN:no-nb_digibok_2020051348061,Leseforståelse : Start,"Solem , Hanne",2015
2278,URN:NBN:no-nb_digibok_2018082307078,Havets kjempeøgler,"Hurum , Jørn H. ( Jørn Harald )",2015
4635,URN:NBN:no-nb_digibok_2020120806164,Kaleido 3 : Arbeidsbok B,"Johansen , Ronny / Syverinsen , Marte Tovsrud / Kuhn , Camilla",2015
4221,URN:NBN:no-nb_digibok_2019072207067,Salto 3 : Elevbok A,"Bjerke , Kari Kolbjørnsen",2015
2559,URN:NBN:no-nb_digibok_2018092507051,Intertekst vg3 : norsk vg3 studieforberedende utdanningsprogram,"Eide , Ove",2015
1971,URN:NBN:no-nb_digibok_2020060548540,Salto : [5. trinn] Elevbok B,"Teigen , Marianne",2015
1169,URN:NBN:no-nb_digibok_2020110507756,Salto : [2. trinn] Arbeidsbok B : lykkjeskrift,,2015
4339,URN:NBN:no-nb_digibok_2020072707007,Salto 3 : elevbok B,"Bjerke , Kari Kolbjørnsen / Fjeld , Siw Monica / Svanes , Ingvill Krogstad / Helgeland , Charlotte",2015
629,URN:NBN:no-nb_digibok_2018101205008,Salto 2 : lærarbok B,,2015
3631,URN:NBN:no-nb_digibok_2018091907013,Kontakt : norsk påbygging vg3,"Frisk , Eva",2015
3423,URN:NBN:no-nb_digibok_2020100807617,Salto 5 : elevbok B,"Teigen , Marianne",2015
2459,URN:NBN:no-nb_digibok_2018080605010,Det går bra! : for deg som lærer norsk på høyere nivå : nivå B2 : grunnbok : Arbeidsbok,"Lønn , Cecilie",2015
